filename,variable,group_id,mean,sd,n,r,se,error_type,plot_type
figure_4.png,Carbon,damaged rakay 0,55.4285714285715,27.9941684889505,24,,5.71428571428569,se,mean_error
figure_4.png,Carbon,damaged rakay 10,30.8571428571429,19.5959179422654,24,,4,se,mean_error
figure_4.png,Carbon,damaged rakay 20,23.4285714285714,8.39825054668529,24,,1.71428571428574,se,mean_error
figure_4.png,Carbon,damaged rakay 30,18.8571428571429,16.7965010933703,24,,3.42857142857142,se,mean_error
figure_4.png,Carbon,damaged rakay 40,20,19.5959179422656,24,,4.00000000000003,se,mean_error
figure_4.png,Carbon,damaged sparse 0,85.1428571428571,69.9854212223768,24,,14.2857142857143,se,mean_error
figure_4.png,Carbon,damaged sparse 10,37.7142857142857,13.9970842444755,24,,2.8571428571429,se,mean_error
figure_4.png,Carbon,damaged sparse 20,27.4285714285715,16.7965010933703,24,,3.42857142857142,se,mean_error
figure_4.png,Carbon,damaged sparse 30,24.5714285714286,11.1976673955803,24,,2.28571428571429,se,mean_error
figure_4.png,Carbon,damaged sparse 40,12.5714285714286,13.9970842444754,24,,2.85714285714288,se,mean_error
figure_4.png,Carbon,damaged melaleuca 0,109.714285714286,61.5871706756914,24,,12.5714285714286,se,mean_error
figure_4.png,Carbon,damaged melaleuca 10,34.8571428571429,22.3953347911606,24,,4.5714285714286,se,mean_error
figure_4.png,Carbon,damaged melal 20,26.2857142857143,11.1976673955802,24,,2.28571428571428,se,mean_error
figure_4.png,Carbon,damaged mela 30,13.7142857142857,13.9970842444755,24,,2.85714285714289,se,mean_error
figure_4.png,Carbon,damaged mela 40,9.71428571428575,16.7965010933703,24,,3.42857142857142,se,mean_error
figure_4.png,Carbon,undamag rakay 0,64.5714285714286,33.593002186741,24,,6.85714285714292,se,mean_error
figure_4.png,Carbon,undam rakay 10,33.7142857142858,19.5959179422654,24,,3.99999999999999,se,mean_error
figure_4.png,Carbon,undam rakay 20,25.1428571428572,16.7965010933703,24,,3.42857142857142,se,mean_error
figure_4.png,Carbon,undam rakay 30,18.8571428571429,22.3953347911604,24,,4.57142857142856,se,mean_error
figure_4.png,Carbon,undam rakay 40,17.1428571428572,25.1947516400555,24,,5.14285714285713,se,mean_error
figure_4.png,Carbon,undam sparse 0,98.2857142857143,97.979589711327,24,,20,se,mean_error
figure_4.png,Carbon,undam sparse 10,24.5714285714286,22.3953347911605,24,,4.57142857142857,se,mean_error
figure_4.png,Carbon,undam sparse 20,20,22.3953347911605,24,,4.57142857142858,se,mean_error
figure_4.png,Carbon,undam sparse 30,29.7142857142858,50.3895032801109,24,,10.2857142857142,se,mean_error
figure_4.png,Carbon,undam sparse 40,18.8571428571429,11.1976673955802,24,,2.28571428571428,se,mean_error
figure_4.png,Carbon,undam mela 0,101.142857142857,95.180172862432,24,,19.4285714285714,se,mean_error
figure_4.png,Carbon,undam mela 10,32,27.9941684889506,24,,5.71428571428571,se,mean_error
figure_4.png,Carbon,undam mela 20,25.1428571428572,22.3953347911605,24,,4.57142857142857,se,mean_error
figure_4.png,Carbon,undam mela 30,20,25.1947516400556,24,,5.14285714285715,se,mean_error
figure_4.png,Carbon,undam mela 40,16,16.7965010933703,24,,3.42857142857142,se,mean_error
